Nrate,Variety,MAT,MAP,SOC,TN,Irrigation,Deep,Dressing,Manure,Tillage,Straw,EFFs,Cultivation,wheat_type,Yield,N_surplus
180,2,15.73 ,1043.30 ,7.31 ,1.15 ,2,1,2,0,1,1,1,1,2,7.29 ,19.14 
180,2,15.73 ,1043.30 ,7.31 ,1.15 ,2,1,2,0,1,1,1,1,2,8.29 ,-7.71 
180,2,15.73 ,1043.30 ,7.31 ,1.15 ,2,1,2,0,1,1,1,1,2,8.15 ,-4.08 
180,2,15.73 ,1043.30 ,7.31 ,1.15 ,2,1,2,0,1,1,1,1,2,7.09 ,24.77 
240,2,15.73 ,1043.30 ,7.31 ,1.15 ,2,1,2,0,1,1,1,1,2,8.57 ,44.57 
240,2,15.73 ,1043.30 ,7.31 ,1.15 ,2,1,2,0,1,1,1,1,2,9.52 ,18.85 
240,2,15.73 ,1043.30 ,7.31 ,1.15 ,2,1,2,0,1,1,1,1,2,9.34 ,23.60 
65.6,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,4.88 ,-29.80 
131.3,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,5.84 ,9.81 
196.9,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,6.85 ,48.03 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,7.35 ,100.03 
328.1,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,7.81 ,153.30 
393.8,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,5.50 ,281.57 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,1,0,1,1,1,1,2,6.67 ,118.56 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,1,0,1,1,1,1,2,6.85 ,113.72 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,6.92 ,111.91 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,7.02 ,109.00 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,7.18 ,104.74 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,7.35 ,100.03 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,7.22 ,103.60 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,7.06 ,108.06 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,1,0,1,1,1,1,2,6.67 ,118.56 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,7.35 ,100.03 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,6.96 ,110.77 
262.5,2,14.08 ,890.70 ,10.56 ,1.20 ,2,1,2,0,1,1,1,1,2,6.44 ,124.92 
270,1,14.76 ,641.10 ,7.25 ,0.99 ,2,1,1,30,1,1,1,1,2,7.28 ,129.34 
270,1,14.76 ,641.10 ,7.25 ,0.99 ,2,1,2,30,1,1,1,1,2,7.57 ,120.90 
270,1,14.76 ,641.10 ,7.25 ,0.99 ,2,1,2,30,1,1,1,1,2,7.83 ,113.56 
270,1,14.76 ,641.10 ,7.25 ,0.99 ,2,1,2,30,1,1,1,1,2,8.51 ,93.94 
270,1,14.76 ,641.10 ,7.25 ,0.99 ,2,1,2,30,1,1,1,1,2,7.85 ,113.00 
270,1,14.76 ,641.10 ,7.25 ,0.99 ,2,1,2,30,1,1,1,1,2,9.23 ,73.63 
270,1,14.76 ,641.10 ,7.25 ,0.99 ,2,1,2,30,1,1,1,1,2,7.74 ,116.00 
270,1,14.76 ,641.10 ,7.25 ,0.99 ,2,1,2,30,1,1,1,1,2,8.58 ,92.07 
270,1,14.76 ,641.10 ,7.25 ,0.99 ,2,1,2,30,1,1,1,1,2,8.76 ,86.93 
270,1,14.76 ,641.10 ,7.25 ,0.99 ,2,1,2,30,1,1,1,1,2,7.52 ,122.31 
150,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,6.46 ,56.20 
210,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,7.82 ,77.20 
270,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,6.16 ,184.82 
150,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,7.37 ,30.19 
210,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,8.50 ,57.98 
270,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,9.54 ,88.12 
150,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,6.65 ,50.92 
210,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,7.30 ,92.19 
270,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,6.30 ,180.80 
210,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,7.93 ,74.20 
270,1,13.26 ,685.60 ,7.13 ,0.92 ,2,1,2,60,1,1,1,1,2,9.15 ,99.42 
120,2,13.09 ,455.30 ,5.86 ,0.73 ,1,1,2,70,1,1,1,1,2,5.82 ,58.16 
180,2,13.09 ,455.30 ,5.86 ,0.73 ,1,1,2,70,1,1,1,1,2,6.53 ,98.12 
240,2,13.09 ,455.30 ,5.86 ,0.73 ,1,1,2,70,1,1,1,1,2,6.23 ,166.70 
180,2,13.09 ,455.30 ,5.86 ,0.73 ,1,1,2,70,1,1,1,1,2,6.62 ,95.42 
180,2,13.09 ,455.30 ,5.86 ,0.73 ,1,1,2,70,1,1,1,1,2,5.95 ,114.60 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,5.29 ,180.03 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,5.86 ,163.47 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,5.56 ,172.11 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,4.53 ,201.71 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,5.14 ,184.27 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,4.82 ,193.47 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,4.65 ,198.25 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,5.06 ,186.52 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,5.17 ,183.46 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,4.68 ,197.45 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,5.10 ,185.35 
300,1,11.50 ,640.00 ,10.21 ,1.14 ,2,1,2,0,1,1,1,1,2,4.79 ,194.30 
75,2,15.35 ,975.30 ,9.34 ,1.12 ,2,1,2,0,1,1,1,1,2,5.23 ,-32.09 
150,2,15.35 ,975.30 ,9.34 ,1.12 ,2,1,2,0,1,1,1,1,2,5.92 ,24.25 
225,2,15.35 ,975.30 ,9.34 ,1.12 ,2,1,2,0,1,1,1,1,2,6.23 ,90.83 
300,2,15.35 ,975.30 ,9.34 ,1.12 ,2,1,2,0,1,1,1,1,2,5.74 ,179.08 
120,1,13.26 ,685.60 ,6.96 ,0.96 ,2,1,2,60,1,1,1,1,2,7.37 ,0.30 
180,1,13.26 ,685.60 ,6.96 ,0.96 ,2,1,2,60,1,1,1,1,2,8.04 ,40.99 
240,1,13.26 ,685.60 ,6.96 ,0.96 ,2,1,2,60,1,1,1,1,2,9.12 ,70.15 
300,1,13.26 ,685.60 ,6.96 ,0.96 ,2,1,2,60,1,1,1,1,2,8.99 ,133.84 
120,1,13.26 ,685.60 ,6.96 ,0.96 ,2,1,2,60,1,1,1,1,2,7.98 ,-17.16 
180,1,13.26 ,685.60 ,6.96 ,0.96 ,2,1,2,60,1,1,1,1,2,8.95 ,15.12 
300,1,13.26 ,685.60 ,6.96 ,0.96 ,2,1,2,60,1,1,1,1,2,9.10 ,130.71 
75,2,13.31 ,496.20 ,8.27 ,0.91 ,2,1,2,0,1,1,1,1,2,5.50 ,-50.53 
225,2,13.31 ,496.20 ,8.27 ,0.91 ,2,1,2,0,1,1,1,1,2,6.69 ,65.47 
375,2,13.31 ,496.20 ,8.27 ,0.91 ,2,1,2,0,1,1,1,1,2,6.61 ,217.50 
105,1,13.26 ,685.60 ,8.35 ,0.82 ,2,1,2,60,1,1,1,1,2,8.37 ,-43.43 
105,1,13.26 ,685.60 ,8.35 ,0.82 ,2,1,2,60,1,1,1,1,2,9.37 ,-71.88 
105,1,13.26 ,685.60 ,8.35 ,0.82 ,2,1,2,60,1,1,1,1,2,8.96 ,-60.39 
105,1,13.26 ,685.60 ,8.35 ,0.82 ,2,1,2,60,1,1,1,1,2,7.86 ,-28.89 
120,1,14.84 ,537.40 ,8.41 ,1.10 ,2,1,2,70,1,1,1,1,2,8.28 ,-9.21 
120,1,14.84 ,537.40 ,8.41 ,1.10 ,2,1,2,70,1,1,1,1,2,8.47 ,-14.70 
120,1,14.84 ,537.40 ,8.41 ,1.10 ,2,1,2,70,1,1,1,1,2,9.03 ,-30.75 
120,1,14.84 ,537.40 ,8.41 ,1.10 ,2,1,2,70,1,1,1,1,2,8.96 ,-28.69 
120,1,14.84 ,537.40 ,8.41 ,1.10 ,2,1,2,70,1,1,1,1,2,8.71 ,-21.74 
120,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,7.37 ,0.30 
180,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,8.04 ,40.99 
240,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,9.12 ,70.15 
300,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,8.84 ,138.13 
120,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,7.98 ,-17.16 
180,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,8.95 ,15.12 
300,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,9.10 ,130.71 
120,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,7.07 ,8.79 
180,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,7.88 ,45.58 
240,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,8.57 ,85.76 
300,1,13.26 ,685.60 ,7.02 ,0.89 ,2,1,2,60,1,1,1,1,2,9.03 ,132.68 
75,1,11.50 ,640.00 ,15.49 ,1.43 ,2,1,2,0,1,1,1,1,2,4.43 ,-21.72 
112.5,1,11.50 ,640.00 ,15.49 ,1.43 ,2,1,2,0,1,1,1,1,2,4.40 ,11.38 
150,1,11.50 ,640.00 ,15.49 ,1.43 ,2,1,2,0,1,1,1,1,2,4.45 ,44.98 
210,1,13.26 ,685.60 ,9.24 ,0.97 ,2,1,2,100,1,1,1,1,2,7.93 ,114.20 
270,1,13.26 ,685.60 ,9.24 ,0.97 ,2,1,2,100,1,1,1,1,2,9.15 ,139.42 
330,1,13.26 ,685.60 ,9.24 ,0.97 ,2,1,2,100,1,1,1,1,2,9.82 ,180.26 
90,1,4.88 ,537.80 ,18.56 ,1.45 ,1,1,1,0,1,1,1,1,1,3.67 ,-54.95 
90,1,4.88 ,537.80 ,18.56 ,1.45 ,1,1,1,0,1,1,1,1,1,4.04 ,-56.90 
90,1,4.88 ,537.80 ,18.56 ,1.45 ,1,1,1,0,1,1,1,1,1,4.11 ,-79.40 
112.5,1,4.88 ,537.80 ,18.56 ,1.45 ,1,1,1,0,1,1,1,1,1,3.54 ,-23.75 
112.5,1,4.88 ,537.80 ,18.56 ,1.45 ,1,1,1,0,1,1,1,1,1,4.45 ,-57.80 
112.5,1,4.88 ,537.80 ,18.56 ,1.45 ,1,1,1,0,1,1,1,1,1,4.49 ,-86.45 
144,1,13.14 ,530.30 ,5.86 ,0.56 ,2,1,2,0,1,1,1,1,2,8.07 ,-7.23 
144,1,13.14 ,530.30 ,5.86 ,0.56 ,2,1,2,0,1,1,1,1,2,7.78 ,-1.63 
213,1,13.14 ,530.30 ,5.86 ,0.56 ,2,1,2,0,1,1,1,1,2,8.00 ,59.07 
213,1,13.14 ,530.30 ,5.86 ,0.56 ,2,1,2,0,1,1,1,1,2,8.11 ,56.57 
144,1,13.14 ,530.30 ,5.86 ,0.56 ,2,1,2,0,1,1,1,1,2,8.05 ,-8.43 
144,1,13.14 ,530.30 ,5.86 ,0.56 ,2,1,2,0,1,1,1,1,2,7.75 ,-3.63 
213,1,13.14 ,530.30 ,5.86 ,0.56 ,2,1,2,0,1,1,1,1,2,8.32 ,48.17 
180,1,15.73 ,1043.30 ,5.40 ,1.15 ,2,1,1,0,1,1,1,1,2,7.31 ,18.70 
180,1,15.73 ,1043.30 ,5.40 ,1.15 ,2,1,2,0,1,1,1,1,2,7.64 ,9.85 
180,1,15.73 ,1043.30 ,5.40 ,1.15 ,2,1,2,0,1,1,1,1,2,8.03 ,-0.86 
180,1,15.73 ,1043.30 ,5.40 ,1.15 ,2,1,2,0,1,1,1,1,2,7.92 ,2.23 
180,1,15.73 ,1043.30 ,5.40 ,1.15 ,2,1,2,0,1,1,1,1,2,8.49 ,-13.39 
180,1,15.73 ,1043.30 ,5.40 ,1.15 ,2,1,2,0,1,1,1,1,2,7.04 ,25.93 
270,1,13.26 ,685.60 ,7.13 ,0.29 ,2,1,2,100,1,1,1,1,2,5.85 ,233.59 
270,1,13.26 ,685.60 ,7.13 ,0.29 ,2,1,2,100,1,1,1,1,2,6.43 ,216.96 
270,1,13.26 ,685.60 ,7.13 ,0.29 ,2,1,2,100,1,1,1,1,2,9.06 ,141.74 
270,1,13.26 ,685.60 ,7.13 ,0.29 ,2,1,2,100,1,1,1,1,2,9.42 ,131.51 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,7.03 ,79.87 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,6.74 ,88.23 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,7.31 ,71.93 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,7.46 ,67.77 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,7.57 ,64.41 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,7.21 ,74.63 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,8.08 ,49.83 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,8.50 ,37.93 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,8.32 ,42.99 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,8.22 ,45.81 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,8.85 ,27.94 
250,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,0,1,1,1,1,2,8.60 ,35.01 
240,1,14.76 ,641.10 ,8.70 ,1.00 ,2,1,2,40,1,1,1,1,2,6.52 ,130.94 
240,1,14.76 ,641.10 ,8.70 ,1.00 ,2,1,2,40,1,1,1,1,2,6.44 ,133.42 
240,1,14.76 ,641.10 ,8.70 ,1.00 ,2,1,2,40,1,1,1,1,2,6.73 ,125.02 
240,1,14.76 ,641.10 ,8.70 ,1.00 ,2,1,2,40,1,1,1,1,2,6.68 ,126.30 
180,1,13.26 ,685.60 ,5.68 ,0.96 ,2,1,2,0,1,1,1,1,2,7.99 ,-17.58 
180,1,13.26 ,685.60 ,5.68 ,0.96 ,2,1,2,0,1,1,1,1,2,8.39 ,-29.08 
270,1,14.76 ,641.10 ,8.70 ,1.00 ,2,1,2,50,1,1,1,1,2,7.68 ,137.90 
270,1,14.76 ,641.10 ,8.70 ,1.00 ,2,1,2,50,1,1,1,1,2,7.82 ,133.96 
270,1,14.76 ,641.10 ,8.70 ,1.00 ,2,1,2,50,1,1,1,1,2,9.23 ,93.63 
270,1,14.76 ,641.10 ,8.70 ,1.00 ,2,1,2,50,1,1,1,1,2,8.76 ,106.93 
45,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,2.29 ,33.68 
90,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,3.06 ,58.20 
135,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,3.53 ,90.84 
180,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,4.17 ,118.72 
45,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,2.84 ,19.06 
90,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,3.00 ,59.76 
135,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,3.50 ,91.55 
180,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,3.59 ,134.19 
45,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,2.69 ,23.02 
90,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,2.82 ,64.71 
135,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,2.84 ,109.19 
180,2,9.10 ,575.20 ,6.03 ,0.60 ,1,1,1,0,1,1,1,1,2,2.79 ,155.31 
135,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,6.08 ,4.75 
202.5,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,6.41 ,63.52 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,6.78 ,121.05 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,5.48 ,156.28 
135,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,6.17 ,2.37 
202.5,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,6.40 ,63.63 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,6.82 ,119.94 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,6.38 ,131.62 
135,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,5.91 ,9.45 
202.5,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,6.22 ,68.49 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,6.41 ,130.96 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,6.14 ,138.27 
135,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,5.53 ,19.90 
202.5,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,5.81 ,79.74 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,5.87 ,145.58 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,5.48 ,156.05 
135,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,5.40 ,23.25 
202.5,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,5.50 ,88.02 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,5.60 ,152.93 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,5.23 ,162.97 
135,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,4.92 ,36.41 
202.5,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,4.63 ,111.54 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,4.83 ,173.67 
270,1,16.21 ,1000.50 ,8.77 ,1.04 ,2,1,2,0,1,1,1,1,2,4.90 ,171.78 
240,1,14.84 ,537.40 ,9.37 ,1.10 ,2,1,1,60,1,1,1,1,2,8.52 ,93.66 
240,1,14.84 ,537.40 ,9.37 ,1.10 ,2,1,2,60,1,1,1,1,2,8.85 ,84.36 
240,1,14.84 ,537.40 ,9.37 ,1.10 ,2,1,2,60,1,1,1,1,2,8.83 ,85.00 
240,1,14.84 ,537.40 ,9.37 ,1.10 ,2,1,2,60,1,1,1,1,2,8.62 ,90.83 
240,1,14.84 ,537.40 ,7.95 ,1.20 ,2,1,2,60,1,1,1,1,2,8.28 ,100.79 
240,1,14.84 ,537.40 ,7.95 ,1.20 ,2,1,2,60,1,1,1,1,2,8.47 ,95.30 
240,1,14.84 ,537.40 ,7.95 ,1.20 ,2,1,2,60,1,1,1,1,2,9.03 ,79.25 
240,1,14.84 ,537.40 ,7.95 ,1.20 ,2,1,2,60,1,1,1,1,2,8.96 ,81.31 
240,1,14.84 ,537.40 ,7.95 ,1.20 ,2,1,2,60,1,1,1,1,2,8.71 ,88.26 
150,1,12.47 ,636.67 ,8.50 ,0.90 ,1,1,1,0,1,1,1,1,2,2.19 ,141.40 
262.5,1,12.47 ,636.67 ,8.50 ,0.90 ,1,1,1,0,1,1,1,1,2,2.42 ,247.78 
375,1,12.47 ,636.67 ,8.50 ,0.90 ,1,1,1,0,1,1,1,1,2,2.41 ,360.56 
172.5,1,13.84 ,608.50 ,10.15 ,1.01 ,2,1,1,0,1,1,1,1,2,6.08 ,36.08 
172.5,1,13.84 ,608.50 ,10.15 ,1.01 ,2,1,2,0,1,1,1,1,2,7.41 ,-1.96 
172.5,1,13.84 ,608.50 ,10.15 ,1.01 ,2,1,2,0,1,1,1,1,2,7.73 ,-11.11 
172.5,1,13.84 ,608.50 ,10.15 ,1.01 ,2,1,2,0,1,1,1,1,2,5.91 ,40.94 
172.5,1,13.84 ,608.50 ,10.15 ,1.01 ,2,1,2,0,1,1,1,1,2,6.48 ,24.64 
172.5,1,13.84 ,608.50 ,10.15 ,1.01 ,2,1,2,0,1,1,1,2,2,6.18 ,33.22 
172.5,1,13.84 ,608.50 ,10.15 ,1.01 ,2,1,2,0,1,1,1,2,2,6.78 ,16.06 
239.55,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,60,1,1,1,1,2,7.92 ,104.15 
239.55,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,60,1,1,1,1,2,8.72 ,81.28 
239.55,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,60,1,1,1,1,2,8.72 ,81.24 
239.55,1,13.26 ,685.60 ,7.71 ,0.96 ,2,1,2,60,1,1,1,1,2,8.30 ,93.08 
60,1,14.76 ,641.10 ,7.42 ,0.74 ,2,1,2,0,1,1,1,1,2,3.92 ,-14.79 
120,1,14.76 ,641.10 ,7.42 ,0.74 ,2,1,2,0,1,1,1,1,2,4.96 ,15.62 
180,1,14.76 ,641.10 ,7.42 ,0.74 ,2,1,2,0,1,1,1,1,2,5.05 ,73.13 
240,1,14.76 ,641.10 ,7.42 ,0.74 ,2,1,2,0,1,1,1,1,2,5.19 ,129.10 
300,1,14.76 ,641.10 ,7.42 ,0.74 ,2,1,2,0,1,1,1,1,2,4.85 ,198.83 
60,1,14.76 ,641.10 ,7.42 ,0.74 ,2,1,2,0,1,1,1,1,2,2.07 ,38.26 
120,1,14.76 ,641.10 ,7.42 ,0.74 ,2,1,2,0,1,1,1,1,2,2.27 ,92.58 
180,1,14.76 ,641.10 ,7.42 ,0.74 ,2,1,2,0,1,1,1,1,2,2.52 ,145.42 
240,1,14.76 ,641.10 ,7.42 ,0.74 ,2,1,2,0,1,1,1,1,2,2.28 ,212.15 
300,1,14.76 ,641.10 ,7.42 ,0.74 ,2,1,2,0,1,1,1,1,2,2.20 ,274.41 
300,2,13.10 ,489.00 ,12.47 ,0.91 ,2,1,2,0,1,2,1,1,2,9.29 ,65.87 
225,2,13.10 ,489.00 ,12.47 ,0.91 ,2,1,2,0,1,2,1,1,2,9.12 ,-4.28 
202.5,2,13.10 ,489.00 ,12.47 ,0.91 ,2,1,2,22.5,1,2,1,1,2,9.06 ,-2.50 
112.5,2,13.40 ,569.60 ,7.33 ,0.73 ,2,1,2,0,1,2,1,1,2,8.74 ,-106.47 
225,2,13.40 ,569.60 ,7.33 ,0.73 ,2,1,2,0,1,2,1,1,2,8.52 ,12.26 
165,2,12.90 ,550.00 ,8.76 ,0.90 ,2,1,1,0,1,2,1,1,2,5.52 ,66.80 
157.5,2,12.90 ,550.00 ,8.76 ,0.90 ,2,1,1,52.5,1,2,1,1,2,7.58 ,57.19 
127.5,2,12.90 ,550.00 ,8.76 ,0.90 ,2,1,1,127.5,1,2,1,1,2,8.25 ,84.29 
75,2,12.90 ,550.00 ,8.76 ,0.90 ,2,1,1,225,1,2,1,1,2,7.73 ,143.16 
80,2,12.90 ,580.00 ,7.94 ,1.07 ,1,1,1,0,1,2,1,1,2,7.06 ,-59.01 
160,2,12.90 ,580.00 ,7.94 ,1.07 ,1,1,1,0,1,2,1,1,2,6.92 ,24.66 
240,2,12.90 ,580.00 ,7.94 ,1.07 ,1,1,1,0,1,2,1,1,2,7.35 ,93.13 
320,2,12.90 ,580.00 ,7.94 ,1.07 ,1,1,1,0,1,2,1,1,2,6.84 ,186.69 
80,2,12.90 ,580.00 ,7.94 ,1.07 ,1,1,1,0,1,2,1,1,2,5.66 ,-21.87 
160,2,12.90 ,580.00 ,7.94 ,1.07 ,1,1,1,0,1,2,1,1,2,5.84 ,53.42 
240,2,12.90 ,580.00 ,7.94 ,1.07 ,1,1,1,0,1,2,1,1,2,5.65 ,138.29 
320,2,12.90 ,580.00 ,7.94 ,1.07 ,1,1,1,0,1,2,1,1,2,5.62 ,219.31 
140,2,16.00 ,1100.00 ,13.17 ,1.56 ,2,1,2,0,1,2,1,1,2,4.45 ,56.23 
140,2,16.00 ,1100.00 ,13.17 ,1.56 ,2,1,2,0,1,2,2,1,2,5.24 ,34.82 
180,2,16.00 ,1100.00 ,13.17 ,1.56 ,2,1,2,0,1,2,1,1,2,5.44 ,69.40 
180,2,16.00 ,1100.00 ,13.17 ,1.56 ,2,1,2,0,1,2,2,1,2,6.28 ,46.63 
150,2,12.00 ,550.00 ,8.00 ,0.95 ,2,1,2,0,1,2,1,1,2,6.76 ,-11.52 
225,2,12.00 ,550.00 ,8.00 ,0.95 ,2,1,2,0,1,2,1,1,2,7.99 ,28.27 
300,2,12.00 ,550.00 ,8.00 ,0.95 ,2,1,2,0,1,2,1,1,2,7.84 ,107.57 
