Nrate,Variety,MAT,MAP,SOC,TN,Irrigation,Deep,Dressing,Manure,Tillage,Straw,EFFs,Cultivation,wheat_type,Yield,N_surplus
231,2,11.00 ,570.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.60 ,178.00 
55,2,11.00 ,570.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,2.15 ,42.00 
104,2,11.00 ,570.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,3.56 ,52.00 
188,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.36 ,154.00 
188,2,13.00 ,490.00 ,7.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.33 ,154.00 
188,2,13.00 ,490.00 ,6.00 ,0.70 ,1,1,1,1,1,2,1,2,2,4.88 ,85.00 
188,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.36 ,154.00 
188,1,13.00 ,490.00 ,6.00 ,0.60 ,1,1,1,1,1,2,1,1,2,2.47 ,150.00 
120,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,1.74 ,103.00 
120,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,2,1,1,2,2.77 ,75.00 
120,2,13.00 ,490.00 ,7.00 ,0.60 ,1,1,1,1,1,2,1,1,2,3.13 ,65.00 
120,2,13.00 ,490.00 ,8.00 ,0.80 ,1,1,1,1,1,1,1,1,2,1.36 ,113.00 
120,2,13.00 ,490.00 ,8.00 ,0.80 ,1,1,1,1,1,2,1,1,2,3.79 ,47.00 
150,2,13.00 ,490.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,2.56 ,110.00 
150,2,13.00 ,490.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.40 ,115.00 
150,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.62 ,82.00 
150,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.21 ,93.00 
150,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.11 ,123.00 
150,2,13.00 ,490.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,2.41 ,114.00 
150,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.58 ,110.00 
150,2,13.00 ,490.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,1.94 ,127.00 
150,2,13.00 ,490.00 ,6.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.04 ,97.00 
150,2,13.00 ,490.00 ,6.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.68 ,107.00 
150,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.05 ,97.00 
150,2,13.00 ,490.00 ,6.00 ,0.80 ,1,1,1,1,1,1,1,1,2,2.80 ,104.00 
150,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.24 ,119.00 
150,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,1.90 ,128.00 
150,2,13.00 ,490.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,2.26 ,119.00 
150,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.34 ,116.00 
150,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,1.88 ,129.00 
150,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.26 ,119.00 
150,2,13.00 ,490.00 ,7.00 ,0.60 ,1,1,1,1,1,2,1,1,2,2.95 ,100.00 
83,2,13.00 ,442.00 ,8.00 ,0.70 ,1,1,1,1,1,1,1,1,2,1.46 ,74.00 
150,2,13.00 ,442.00 ,8.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.04 ,125.00 
90,2,13.00 ,442.00 ,6.00 ,0.70 ,1,1,1,1,1,1,1,1,2,1.46 ,80.00 
150,2,13.00 ,442.00 ,5.00 ,0.40 ,1,1,1,1,1,1,1,1,2,1.25 ,146.00 
62,2,13.00 ,442.00 ,11.00 ,0.90 ,1,1,1,2,1,1,1,1,2,2.10 ,56.00 
90,2,13.00 ,442.00 ,8.00 ,0.80 ,1,1,1,1,1,1,1,1,2,2.07 ,64.00 
90,2,13.00 ,442.00 ,7.00 ,0.60 ,1,1,1,1,1,1,1,1,2,1.37 ,83.00 
90,2,13.00 ,442.00 ,7.00 ,0.60 ,1,1,1,1,1,1,1,1,2,1.37 ,83.00 
90,2,13.00 ,442.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,1.27 ,85.00 
90,2,13.00 ,442.00 ,8.00 ,0.60 ,1,1,1,1,1,1,1,1,2,1.51 ,79.00 
90,2,13.00 ,442.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,1.89 ,69.00 
90,2,13.00 ,442.00 ,8.00 ,0.70 ,1,1,1,1,1,1,1,1,2,1.76 ,72.00 
120,1,13.00 ,621.00 ,5.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.73 ,76.00 
120,1,13.00 ,621.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.91 ,71.00 
120,1,13.00 ,621.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.74 ,76.00 
120,1,13.00 ,621.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.25 ,89.00 
120,1,13.00 ,621.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.50 ,82.00 
120,2,13.00 ,621.00 ,9.00 ,0.80 ,1,1,1,1,1,1,1,1,2,2.50 ,82.00 
120,2,13.00 ,621.00 ,5.00 ,0.50 ,1,1,1,1,1,1,1,1,2,3.39 ,58.00 
120,2,13.00 ,621.00 ,5.00 ,0.50 ,1,1,1,1,1,1,1,1,2,3.42 ,57.00 
120,1,13.00 ,621.00 ,5.00 ,0.50 ,1,1,1,1,1,1,1,1,2,2.43 ,84.00 
120,2,13.00 ,621.00 ,5.00 ,0.50 ,1,1,1,1,1,1,1,1,2,3.76 ,48.00 
120,1,13.00 ,621.00 ,7.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.72 ,76.00 
120,1,13.00 ,621.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.78 ,75.00 
120,1,13.00 ,621.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.64 ,78.00 
120,1,13.00 ,621.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.21 ,90.00 
120,1,13.00 ,621.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.20 ,90.00 
120,1,13.00 ,621.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.38 ,85.00 
120,2,13.00 ,621.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.89 ,72.00 
120,1,13.00 ,621.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.78 ,75.00 
120,1,13.00 ,621.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.47 ,83.00 
120,1,13.00 ,621.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.47 ,83.00 
120,1,13.00 ,621.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.72 ,76.00 
120,2,13.00 ,621.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,3.55 ,54.00 
120,2,13.00 ,621.00 ,8.00 ,0.80 ,1,1,1,1,1,1,1,1,2,3.45 ,56.00 
120,2,13.00 ,621.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.06 ,67.00 
120,2,13.00 ,621.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.56 ,53.00 
120,2,13.00 ,621.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,3.65 ,51.00 
120,2,13.00 ,621.00 ,7.00 ,1.20 ,1,1,1,1,1,1,1,1,2,3.02 ,68.00 
120,2,13.00 ,621.00 ,6.00 ,0.70 ,1,1,1,1,1,1,1,1,2,3.19 ,64.00 
120,2,13.00 ,621.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,3.29 ,61.00 
216,2,12.00 ,535.00 ,7.00 ,0.80 ,1,1,1,1,1,2,1,1,2,2.57 ,191.00 
216,2,12.00 ,535.00 ,7.00 ,0.90 ,1,1,1,1,1,2,1,1,2,3.17 ,175.00 
182,2,12.00 ,535.00 ,5.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.36 ,162.00 
182,2,12.00 ,535.00 ,6.00 ,0.70 ,1,1,1,1,1,1,1,1,2,3.11 ,142.00 
130,2,12.00 ,535.00 ,5.00 ,0.70 ,1,1,1,1,1,2,1,1,2,2.91 ,96.00 
251,2,12.00 ,535.00 ,6.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.97 ,215.00 
216,2,12.00 ,535.00 ,8.00 ,0.80 ,1,1,1,1,1,1,1,1,2,2.32 ,198.00 
120,2,12.00 ,535.00 ,6.00 ,0.60 ,1,1,1,1,1,2,1,1,2,1.64 ,120.00 
216,2,12.00 ,535.00 ,7.00 ,0.60 ,1,1,1,1,1,2,1,1,2,3.31 ,171.00 
216,2,12.00 ,535.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,3.00 ,179.00 
263,2,12.00 ,535.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.14 ,222.00 
182,2,12.00 ,535.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.65 ,155.00 
216,2,12.00 ,535.00 ,4.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.33 ,198.00 
113,2,12.00 ,535.00 ,5.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.24 ,97.00 
104,2,12.00 ,535.00 ,4.00 ,0.50 ,1,1,1,1,1,1,1,1,2,2.14 ,90.00 
216,2,12.00 ,535.00 ,6.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.24 ,173.00 
113,2,12.00 ,535.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.09 ,101.00 
113,2,12.00 ,535.00 ,5.00 ,0.60 ,1,1,1,1,1,1,1,1,2,2.44 ,91.00 
105,2,12.00 ,535.00 ,5.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.65 ,78.00 
263,2,12.00 ,535.00 ,6.00 ,0.90 ,1,1,1,1,1,2,1,1,2,3.58 ,210.00 
159,2,12.00 ,535.00 ,6.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.05 ,121.00 
200,2,12.00 ,535.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.59 ,174.00 
113,2,12.00 ,535.00 ,8.00 ,0.80 ,1,1,1,1,1,2,1,1,2,3.10 ,73.00 
180,2,12.00 ,535.00 ,8.00 ,0.80 ,1,1,1,1,1,1,1,1,2,2.86 ,147.00 
105,2,12.00 ,535.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,2.28 ,88.00 
182,2,12.00 ,535.00 ,9.00 ,0.80 ,1,1,1,1,1,2,1,1,2,2.62 ,155.00 
249,2,12.00 ,535.00 ,8.00 ,0.80 ,1,2,1,1,1,2,1,2,2,5.31 ,150.00 
216,2,12.00 ,535.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,2.07 ,205.00 
135,2,11.00 ,570.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,2,2,4.74 ,51.00 
135,2,11.00 ,570.00 ,8.00 ,0.80 ,1,2,1,1,1,1,1,2,2,5.14 ,41.00 
135,2,11.00 ,570.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,4.51 ,58.00 
135,2,11.00 ,570.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,3.73 ,79.00 
135,2,11.00 ,570.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,3.51 ,85.00 
135,2,11.00 ,570.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,3.15 ,94.00 
135,2,11.00 ,570.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,3.30 ,90.00 
135,2,11.00 ,570.00 ,8.00 ,0.80 ,1,1,1,1,1,1,1,1,2,4.19 ,66.00 
135,2,11.00 ,570.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.78 ,77.00 
135,2,11.00 ,570.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,2,2,4.87 ,48.00 
135,2,11.00 ,570.00 ,8.00 ,0.80 ,1,1,1,1,1,1,1,2,2,4.43 ,60.00 
135,2,11.00 ,570.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,4.39 ,61.00 
135,2,11.00 ,570.00 ,7.00 ,0.90 ,1,2,1,1,1,1,1,2,2,4.76 ,51.00 
135,2,11.00 ,570.00 ,8.00 ,0.90 ,1,2,1,1,1,1,1,2,2,4.53 ,57.00 
135,2,11.00 ,570.00 ,8.00 ,0.90 ,1,2,1,1,1,1,1,2,2,4.39 ,61.00 
135,2,11.00 ,570.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,3.62 ,82.00 
135,2,11.00 ,570.00 ,8.00 ,1.10 ,1,1,1,1,1,1,1,1,2,3.88 ,75.00 
135,2,11.00 ,570.00 ,9.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.51 ,85.00 
135,2,11.00 ,570.00 ,9.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.39 ,88.00 
135,2,11.00 ,570.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,2,2,4.03 ,71.00 
135,2,11.00 ,570.00 ,8.00 ,0.90 ,1,2,1,1,1,1,1,2,2,4.59 ,56.00 
135,2,11.00 ,570.00 ,9.00 ,0.80 ,1,1,1,1,1,1,1,1,2,3.59 ,83.00 
135,2,11.00 ,570.00 ,8.00 ,0.90 ,1,1,2,1,1,1,1,2,2,5.90 ,20.00 
135,2,11.00 ,570.00 ,8.00 ,0.90 ,2,2,2,1,1,1,1,2,2,7.78 ,-31.00 
135,2,11.00 ,570.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,3.55 ,84.00 
135,2,11.00 ,570.00 ,8.00 ,0.50 ,1,1,1,1,1,1,1,1,2,3.21 ,93.00 
135,2,11.00 ,570.00 ,8.00 ,0.70 ,1,1,1,1,1,1,1,2,2,4.39 ,61.00 
135,2,11.00 ,570.00 ,8.00 ,0.80 ,1,2,1,1,1,1,1,2,2,5.09 ,42.00 
135,2,11.00 ,570.00 ,9.00 ,0.90 ,1,2,1,1,1,1,1,2,2,5.01 ,44.00 
135,2,11.00 ,570.00 ,9.00 ,1.10 ,1,2,1,1,1,1,1,2,2,5.45 ,32.00 
188,2,12.00 ,574.00 ,10.00 ,1.00 ,1,1,1,1,1,1,1,2,2,4.80 ,102.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,3.89 ,127.00 
188,2,12.00 ,574.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,2,2,4.09 ,121.00 
188,2,12.00 ,574.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,2,2,4.41 ,113.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,4.03 ,123.00 
188,2,12.00 ,574.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,4.68 ,106.00 
188,2,12.00 ,574.00 ,8.00 ,0.90 ,1,2,1,1,1,1,1,2,2,5.10 ,94.00 
188,2,12.00 ,574.00 ,9.00 ,0.90 ,1,1,1,1,1,1,1,1,2,4.29 ,116.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,2,2,4.84 ,101.00 
188,2,12.00 ,574.00 ,8.00 ,0.90 ,1,2,1,1,1,1,1,2,2,5.69 ,78.00 
188,2,12.00 ,574.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,2.95 ,152.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,2,1,1,1,1,1,2,2,5.70 ,78.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,2,2,5.25 ,90.00 
188,2,12.00 ,574.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,4.17 ,119.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,2,2,5.08 ,95.00 
188,2,12.00 ,574.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,2,2,4.83 ,102.00 
188,2,12.00 ,574.00 ,8.00 ,1.20 ,1,1,2,1,1,1,1,2,2,6.42 ,59.00 
188,2,12.00 ,574.00 ,7.00 ,0.90 ,1,2,1,1,1,1,1,2,2,5.22 ,91.00 
188,2,12.00 ,574.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.66 ,133.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,2,1,1,1,1,1,2,2,5.97 ,71.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,4.45 ,112.00 
188,2,12.00 ,574.00 ,8.00 ,1.00 ,2,1,1,1,1,1,1,2,2,6.06 ,68.00 
188,2,12.00 ,574.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.91 ,127.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,3.64 ,134.00 
188,2,12.00 ,574.00 ,7.00 ,0.80 ,1,1,1,1,1,1,1,1,2,3.42 ,140.00 
188,2,12.00 ,574.00 ,8.00 ,0.90 ,1,2,1,1,1,1,1,2,2,5.67 ,79.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,4.33 ,115.00 
188,2,12.00 ,574.00 ,9.00 ,1.00 ,1,2,1,1,1,1,1,2,2,5.99 ,70.00 
188,2,12.00 ,574.00 ,9.00 ,0.80 ,1,1,1,1,1,1,1,1,2,4.65 ,106.00 
188,2,12.00 ,574.00 ,9.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.93 ,126.00 
144,2,13.00 ,490.00 ,8.00 ,0.80 ,1,1,1,1,1,1,1,1,2,2.45 ,108.00 
150,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.52 ,85.00 
138,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,2,1,1,2,4.41 ,49.00 
265,2,13.00 ,490.00 ,8.00 ,0.80 ,1,1,1,1,1,2,1,1,2,4.43 ,175.00 
180,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.34 ,119.00 
180,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,2.64 ,138.00 
126,2,13.00 ,490.00 ,6.00 ,0.60 ,2,1,2,1,1,2,1,1,2,5.55 ,6.00 
128,2,13.00 ,490.00 ,7.00 ,0.80 ,1,1,1,1,1,2,1,1,2,2.07 ,101.00 
246,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.66 ,204.00 
180,2,13.00 ,490.00 ,4.00 ,0.60 ,1,1,1,1,1,1,1,1,2,3.18 ,124.00 
243,2,13.00 ,490.00 ,6.00 ,0.70 ,1,2,1,1,1,2,1,1,2,5.38 ,127.00 
132,2,13.00 ,490.00 ,6.00 ,0.70 ,1,2,2,1,1,2,1,1,2,5.51 ,13.00 
156,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,4.06 ,76.00 
45,2,13.00 ,490.00 ,6.00 ,0.60 ,1,2,2,1,1,2,1,1,2,5.41 ,-72.00 
45,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,4.03 ,-34.00 
135,2,13.00 ,490.00 ,6.00 ,0.60 ,1,2,1,1,1,2,1,1,2,4.56 ,42.00 
144,2,13.00 ,490.00 ,9.00 ,0.90 ,1,1,1,1,1,2,1,1,2,3.39 ,82.00 
168,2,13.00 ,490.00 ,6.00 ,0.60 ,1,1,1,1,1,2,1,1,2,3.27 ,109.00 
108,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,4.41 ,18.00 
150,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.13 ,95.00 
266,2,13.00 ,490.00 ,7.00 ,0.50 ,1,1,1,1,1,2,1,1,2,3.22 ,208.00 
164,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,2.63 ,123.00 
96,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,2.59 ,56.00 
90,2,13.00 ,490.00 ,8.00 ,0.80 ,1,1,1,1,1,2,1,1,2,3.94 ,13.00 
108,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,2,1,1,2,4.19 ,25.00 
144,2,13.00 ,490.00 ,8.00 ,0.80 ,1,2,2,1,1,2,1,1,2,5.68 ,20.00 
135,2,13.00 ,490.00 ,6.00 ,0.80 ,1,2,1,1,1,2,1,1,2,4.57 ,41.00 
128,2,13.00 ,490.00 ,8.00 ,0.90 ,1,1,1,1,1,2,1,1,2,3.35 ,67.00 
150,2,13.00 ,490.00 ,7.00 ,0.80 ,1,2,1,1,1,2,1,1,2,5.30 ,37.00 
180,2,13.00 ,490.00 ,7.00 ,0.80 ,1,1,1,1,1,2,1,1,2,3.75 ,108.00 
120,2,13.00 ,490.00 ,7.00 ,0.80 ,1,1,1,1,1,2,1,1,2,1.65 ,105.00 
90,2,13.00 ,490.00 ,6.00 ,0.90 ,1,1,1,1,1,2,1,1,2,2.94 ,40.00 
90,2,13.00 ,490.00 ,6.00 ,0.70 ,1,1,1,1,1,2,1,1,2,2.91 ,41.00 
120,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,4.56 ,27.00 
132,2,13.00 ,490.00 ,5.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.29 ,73.00 
132,2,13.00 ,490.00 ,7.00 ,0.80 ,1,1,1,1,1,2,1,1,2,3.49 ,67.00 
126,2,13.00 ,490.00 ,5.00 ,0.80 ,1,1,1,1,1,2,1,1,2,2.73 ,82.00 
487,2,13.00 ,490.00 ,6.00 ,0.70 ,1,1,1,1,1,2,1,1,2,4.03 ,408.00 
120,2,13.00 ,490.00 ,6.00 ,0.60 ,2,1,2,1,1,2,1,1,2,5.84 ,-8.00 
487,2,13.00 ,490.00 ,6.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.25 ,429.00 
99,2,13.00 ,490.00 ,5.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.35 ,38.00 
64,2,13.00 ,490.00 ,5.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.50 ,-1.00 
120,2,13.00 ,490.00 ,5.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.65 ,51.00 
144,2,13.00 ,490.00 ,6.00 ,0.60 ,1,1,1,1,1,2,1,1,2,4.34 ,56.00 
108,2,13.00 ,490.00 ,5.00 ,0.60 ,1,1,1,1,1,2,1,1,2,2.39 ,73.00 
144,2,13.00 ,490.00 ,8.00 ,1.00 ,1,1,1,1,1,2,1,1,2,4.13 ,62.00 
144,2,13.00 ,490.00 ,7.00 ,0.80 ,1,1,1,1,1,2,1,1,2,3.14 ,89.00 
150,2,13.00 ,490.00 ,6.00 ,0.90 ,1,1,1,1,1,2,1,1,2,3.52 ,85.00 
120,2,13.00 ,490.00 ,6.00 ,0.80 ,1,1,1,1,1,2,1,1,2,2.93 ,71.00 
64,2,13.00 ,490.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,2.94 ,14.00 
120,2,13.00 ,490.00 ,9.00 ,1.00 ,1,1,1,1,1,1,1,1,2,1.91 ,98.00 
79,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,2,1,1,2,3.33 ,19.00 
120,2,13.00 ,490.00 ,7.00 ,0.70 ,1,1,1,1,1,2,1,1,2,2.78 ,75.00 
90,2,13.00 ,490.00 ,5.00 ,0.70 ,1,1,1,1,1,2,1,1,2,2.82 ,44.00 
99,2,13.00 ,490.00 ,6.00 ,0.80 ,1,1,1,1,1,2,1,1,2,2.78 ,53.00 
120,2,13.00 ,490.00 ,8.00 ,0.70 ,1,1,1,1,1,2,1,1,2,2.63 ,79.00 
68,2,13.00 ,490.00 ,7.00 ,0.80 ,1,2,1,1,1,2,1,1,2,4.73 ,-30.00 
188,2,11.00 ,570.00 ,8.00 ,0.80 ,1,2,1,1,1,1,1,2,2,5.41 ,86.00 
288,2,11.00 ,570.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,4.26 ,217.00 
288,2,11.00 ,570.00 ,8.00 ,0.70 ,1,1,1,1,1,1,1,2,2,5.22 ,192.00 
219,2,11.00 ,570.00 ,5.00 ,0.70 ,1,1,1,1,1,1,1,1,2,3.41 ,171.00 
188,2,11.00 ,570.00 ,6.00 ,0.70 ,1,1,1,1,1,1,1,1,2,4.60 ,108.00 
188,2,11.00 ,570.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,3.46 ,139.00 
219,2,11.00 ,570.00 ,6.00 ,0.60 ,1,1,1,1,1,1,1,1,2,4.70 ,137.00 
219,2,11.00 ,570.00 ,7.00 ,0.70 ,1,2,1,1,1,1,1,2,2,5.45 ,116.00 
219,2,11.00 ,570.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,2.54 ,195.00 
194,2,11.00 ,570.00 ,7.00 ,0.70 ,1,1,1,1,1,1,1,1,2,3.95 ,131.00 
90,2,11.00 ,570.00 ,7.00 ,0.60 ,1,2,1,1,1,1,1,2,2,5.66 ,-18.00 
251,2,11.00 ,570.00 ,8.00 ,0.70 ,1,1,1,1,1,1,1,1,2,4.21 ,181.00 
188,2,11.00 ,570.00 ,8.00 ,0.80 ,1,1,1,1,1,1,1,2,2,4.43 ,112.00 
273,2,11.00 ,570.00 ,6.00 ,0.80 ,2,2,2,1,1,1,1,2,2,7.00 ,128.00 
188,2,11.00 ,570.00 ,8.00 ,1.00 ,1,1,1,1,1,1,1,1,2,3.28 ,143.00 
188,2,11.00 ,570.00 ,9.00 ,0.90 ,2,2,1,1,1,1,1,2,2,6.17 ,65.00 
188,2,11.00 ,570.00 ,9.00 ,0.90 ,1,1,1,1,1,1,1,2,2,4.77 ,103.00 
188,2,11.00 ,570.00 ,9.00 ,1.10 ,1,2,1,1,1,1,1,2,2,5.31 ,89.00 
188,2,11.00 ,570.00 ,9.00 ,0.90 ,1,2,1,1,1,1,1,2,2,5.31 ,89.00 
188,2,11.00 ,570.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,2,2,4.32 ,115.00 
188,2,11.00 ,570.00 ,8.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.58 ,135.00 
188,2,11.00 ,570.00 ,7.00 ,1.00 ,1,1,1,1,1,1,1,1,2,4.55 ,109.00 
188,2,11.00 ,570.00 ,7.00 ,1.00 ,1,1,1,1,1,1,1,1,2,2.70 ,159.00 
188,2,11.00 ,570.00 ,7.00 ,0.90 ,1,1,1,1,1,1,1,1,2,3.67 ,133.00 
188,2,11.00 ,570.00 ,7.00 ,1.00 ,1,1,1,1,1,1,1,2,2,4.90 ,100.00 
188,2,11.00 ,570.00 ,10.00 ,1.10 ,1,1,1,1,1,1,1,1,2,3.63 ,134.00 
